SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,SECURITY CODE,ISSUER NAME,SECURITY ID,SECURITY NAME,STATUS,GROUP,ISIN NO,INDUSTRY,INSTRUMENT,SECTOR NAME,INDUSTRY NEW NAME,IGROUP NAME,ISUBGROUP NAME
ESTMNAL,Eastern Mining & Allied Ltd,,,,,,10.00,500127,Eastern Mining & Allied Ltd,ESTMNAL,Eastern Mining & Allied Industries Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
ELAUPAR-BDM,"Elgi Auto Parts Ltd.,",,,,,,10.00,500129,"Elgi Auto Parts Ltd.,",ELAUPAR-BDM,Elgi Auto Parts Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
ELGIF,Elgi Finance Ltd.,,,,,,10.00,500130,Elgi Finance Ltd.,ELGIF,Elgi Finance Ltd,Delisted,T ,INE424D01018, ,Equity,-,-,-,-
ELGITR,Elgitread (India)  Ltd.,,,,,,1.00,500131,Elgitread (India)  Ltd.,ELGITR,Elgitread (India) Ltd,Delisted,B ,INE257B01024, ,Equity,-,-,-,-
EMPEESUG,Empee Sugars & Chemicals Ltd.,,,,,,10.00,500132,Empee Sugars & Chemicals Ltd.,EMPEESUG,Empee Sugars & Chemicals Ltd,Suspended,Z ,INE928B01012,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
ESSAROIL,Essar Oil Ltd.,,,,,,10.00,500134,Essar Oil Ltd.,ESSAROIL,Essar Oil Ltd,Delisted,A ,INE011A01019, ,Equity,-,-,-,-
UNIWORTHT,Uniworth Textiles Ltd.,,,,,,10.00,500138,Uniworth Textiles Ltd.,UNIWORTHT,Uniworth Textiles Ltd,Delisted,XT,INE486C01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
FEDDERELEC,Fedders Electric and Engineering Limited,,,,,,10.00,500139,Fedders Electric and Engineering Limited,FEDDERELEC,Fedders Electric and Engineering Ltd,Suspended,Z ,INE249C01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
FEMNORM-B,Femnor Mineral (India) Ltd.,,,,,,10.00,500140,Femnor Mineral (India) Ltd.,FEMNORM-B,Femnor Mineral (India) Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
FERROALL,Ferro Alloys Corporation Ltd.,,,,,,1.00,500141,Ferro Alloys Corporation Ltd.,FERROALL,Ferro Alloys Corporation Ltd,Delisted,X ,INE912A01026, ,Equity,-,-,-,-
FGP,FGP Ltd,,,,,,10.00,500142,FGP Ltd,FGP,FGP Ltd,Active,X ,INE512A01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
PHCAP,P.H. Capital Ltd.,,,,,,10.00,500143,P.H. Capital Ltd.,PHCAP,PH Capital Ltd,Active,X ,INE160F01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
FIRSTLEASE,First Leasing Co. of India Ltd.,,,,,,10.00,500145,First Leasing Co. of India Ltd.,FIRSTLEASE,First Leasing Company of India Ltd,Delisted,Z ,INE492B01019, ,Equity,-,-,-,-
COCKERILL,JOHN COCKERILL INDIA LIMITED,,,,,,10.00,500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,Active,B ,INE515A01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
FLOAI,Floatglass India Limited,,,,,,10.00,500149,Floatglass India Limited,FLOAI,Floatglass India Ltd,Delisted,B ,INE517A01015, ,Equity,-,-,-,-
GRMAG,"G.R. Magnets, Ltd.",,,,,,10.00,500152,"G.R. Magnets, Ltd.",GRMAG,GR Magnets Ltd,Delisted,Z ,INE523A01013, ,Equity,-,-,-,-
FOSCL,Futuristic Offshore Services and Chemical Ltd.,,,,,,10.00,500154,Futuristic Offshore Services and Chemical Ltd.,FOSCL,Futuristic Offshore Services & Chemical Ltd,Suspended,XT,INE418A01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GARDENSILK,Garden Silk Mills Ltd.,,,,,,10.00,500155,Garden Silk Mills Ltd.,GARDENSILK,Garden Silk Mills Ltd,Delisted,B ,INE526A01016, ,Equity,-,-,-,-
GRMNR,German Remedies Ltd.,,,,,,10.00,500156,German Remedies Ltd.,GRMNR,German Remedies Ltd,Delisted,B ,INE382A01014, ,Equity,-,-,-,-
GICBALN-B,GIC Balanced Fund,,,,,,10.00,500157,GIC Balanced Fund,GICBALN-B,GICBALN-B,Delisted,Z ,NA          , ,Equity,-,-,-,-
GICBGVL-B,GIC Big Value (QRT),,,,,,10.00,500158,GIC Big Value (QRT),GICBGVL-B,GICBGVL-B,Delisted,Z ,-, ,Equity,-,-,-,-
METROGLOBL,Metroglobal Limited,,,,,,10.00,500159,Metroglobal Limited,METROGLOBL,Metroglobal Ltd,Active,X ,INE085D01033,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
GTB,Global Trust Bank Ltd.,,,,,,10.00,500161,Global Trust Bank Ltd.,GTB,Global Trust Bank Ltd,Delisted,T ,INE130A01017, ,Equity,-,-,-,-
PARRYSUGAR,Parrys  Sugar  Industries Limited,,,,,,10.00,500162,Parrys  Sugar  Industries Limited,PARRYSUGAR,Parrys Sugar Industries Ltd,Delisted,B ,INE353B01021, ,Equity,-,-,-,-
GOODRICKE,Goodricke Group Ltd.,,,,,,10.00,500166,Goodricke Group Ltd.,GOODRICKE,Goodricke Group Ltd,Active,X ,INE300A01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
GOVMC,Good Value Marketing Co. Ltd.,,,,,,10.00,500167,Good Value Marketing Co. Ltd.,GOVMC,Good Value Marketing Company Ltd,Delisted,Z ,INE532A01014, ,Equity,-,-,-,-
GOODYEAR,Goodyear India Ltd.,,,,,,10.00,500168,Goodyear India Ltd.,GOODYEAR,Goodyear India Ltd,Active,B ,INE533A01012,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
GRPCOMI,"Grapco Mining & Co. Ltd.,",,,,,,10.00,500169,"Grapco Mining & Co. Ltd.,",GRPCOMI,Grapco Mining & Company Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
GTNINDS,GTN Industries Limited,,,,,,10.00,500170,GTN Industries Limited,GTNINDS,GTN Industries Ltd,Active,X ,INE537A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GTCL,Gujarat Telephone Cables Ltd.,,,,,,10.00,500175,Gujarat Telephone Cables Ltd.,GTCL,Gujarat Telephone Cables Ltd,Delisted,B ,INE261B01018, ,Equity,-,-,-,-
HAMCMIN-B,HAMCO Mining & Smelting ltd.,,,,,,10.00,500176,HAMCO Mining & Smelting ltd.,HAMCMIN-B,HAMCO Mining & Smelting Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
HANILERA,Hanil Era Textiles Ltd.,,,,,,10.00,500177,Hanil Era Textiles Ltd.,HANILERA,Hanil Era Textiles Ltd,Delisted,T ,INE021D01012, ,Equity,-,-,-,-
HARCR,Harig Crankshafts Ltd.,,,,,,1.00,500178,Harig Crankshafts Ltd.,HARCR,Harig Crankshafts Ltd,Suspended,XT,INE905C01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
HRBTSON-B,Herbertsons Ltd.,,,,,,10.00,500181,Herbertsons Ltd.,HRBTSON-B,Herbertsons Ltd,Delisted,B ,INE546A1014 , ,Equity,-,-,-,-
HITDRDM,Hitech Drilling Services India Ltd.,,,,,,10.00,500190,Hitech Drilling Services India Ltd.,HITDRDM,Hitech Drilling Services India Ltd,Delisted,B ,INE555A01015, ,Equity,-,-,-,-
PRAGBOS,Prag Bosimi Synthetics Ltd.,,,,,,10.00,500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,Prag Bosimi Synthetics Ltd,Active,X ,INE962B01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
HOTLINGLAS,Hotline Glass Ltd.,,,,,,10.00,500195,Hotline Glass Ltd.,HOTLINGLAS,Hotline Glass Ltd,Delisted,XD,INE676B01017, ,Equity,-,-,-,-
HTSUMAG,"Hytaisun Magnetics Ltd.,",,,,,,10.00,500197,"Hytaisun Magnetics Ltd.,",HTSUMAG,Hytaisun Magnetics Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
IBP,IBP Co. Ltd.,,,,,,10.00,500198,IBP Co. Ltd.,IBP,IBP Company Ltd,Delisted,B ,INE261A01010, ,Equity,-,-,-,-
INDLEASE,India Lease Devl. Ltd.,,,,,,10.00,500202,India Lease Devl. Ltd.,INDLEASE,India Lease Development Ltd,Active,X ,INE333C01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
INDPOLY,"India Polyfibres Ltd.,",,,,,,10.00,500203,"India Polyfibres Ltd.,",INDPOLY,India Polyfibres Ltd,Delisted,B ,INE860C01015, ,Equity,-,-,-,-
INDSEC,India Securities Ltd.,,,,,,1.00,500204,India Securities Ltd.,INDSEC,India Securities Ltd,Delisted,B ,INE134A01035, ,Equity,-,-,-,-
MARGOFIN,Margo Finance Limited,,,,,,10.00,500206,Margo Finance Limited,MARGOFIN,Margo Finance Ltd,Active,X ,INE680B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
INDUNISS,Indu Nissan Oxo-Chemical Industries,,,,,,10.00,500208,Indu Nissan Oxo-Chemical Industries,INDUNISS,Indu Nissan Oxo Chemical Industries Ltd,Delisted,X ,INE599C01019, ,Equity,-,-,-,-
INSILCO,Insilco Ltd,,,,,,10.00,500211,Insilco Ltd,INSILCO,Insilco Ltd,Suspended,X ,INE901A01011,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
IFSL,Integrated Financial Services Ltd.,,,,,,10.00,500212,Integrated Financial Services Ltd.,IFSL,Integrated Financial Services Ltd,Delisted,XT,INE898B01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ITHL,International Travel House Ltd,,,,,,10.00,500213,International Travel House Ltd,ITHL,International Travel House Ltd-$,Active,X ,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
ITCHOTEL,ITC Hotels Ltd Old,,,,,,10.00,500216,ITC Hotels Ltd Old,ITCHOTEL,ITC Hotels Ltd,Delisted,B ,INE379A01010, ,Equity,-,-,-,-
ITWSGDM,ITW Signode India Ltd,,,,,,10.00,500217,ITW Signode India Ltd,ITWSGDM,ITW Signode India Ltd,Delisted,B ,INE240A01014, ,Equity,-,-,-,-
JKPHARMA,J.K.Pharmachem Ltd.,,,,,,10.00,500218,J.K.Pharmachem Ltd.,JKPHARMA,JK Pharmachem Ltd,Suspended,XT,INE335C01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JASCH,Jasch Industries Ltd.,,,,,,10.00,500220,Jasch Industries Ltd.,JASCH,Jasch Industries Ltd,Active,X ,INE711C01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
JPHOTEL,Jaypee Hotels Ltd.,,,,,,10.00,500221,Jaypee Hotels Ltd.,JPHOTEL,Jaypee Hotels Ltd,Delisted,T ,INE851A01018, ,Equity,-,-,-,-
JCTEL,JCT Electronics Ltd.,,,,,,1.00,500222,JCT Electronics Ltd.,JCTEL,JCT Electronics Ltd,Delisted,XT,INE264B01020, ,Equity,-,-,-,-
JCTLTD,JCT Ltd,,,,,,2.50,500223,JCT Ltd,JCTLTD,JCT Ltd,Suspended,Z ,INE945A01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
JNDST,Nalwa Sons Investment Ltd,,,,,,10.00,500224,Nalwa Sons Investment Ltd,JNDST,JNDST,Delisted,B ,INE023A01014, ,Equity,-,-,-,-
CONSOFIN,Consolidated Finvest & Holdings Limited,,,,,,10.00,500226,Consolidated Finvest & Holdings Limited,CONSOFIN,Consolidated Finvest & Holdings Ltd,Delisted,B ,INE025A01027, ,Equity,-,-,-,-
JINDVJY,JSW Steel Limited,,,,,,10.00,500229,JSW Steel Limited,JINDVJY,JINDVJY,Delisted,Z ,NA          , ,Equity,-,-,-,-
JINDALV,JSW Steel Limited,,,,,,10.00,500230,JSW Steel Limited,JINDALV,JINDALV,Delisted,Z ,NA          , ,Equity,-,-,-,-
JORDENG-B,Jord Engineers India Ltd,,,,,,10.00,500232,Jord Engineers India Ltd,JORDENG-B,Jord Engineers India Ltd,Delisted,P ,INE666F01019, ,Equity,-,-,-,-
KANELIND,Kanel Industries Limited,,,,,,10.00,500236,Kanel Industries Limited,KANELIND,Kanel Industries Ltd,Suspended,XT,INE252C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
KEDIADI-B,Kedia Distilleries Ltd.,,,,,,10.00,500237,Kedia Distilleries Ltd.,KEDIADI-B,Kedia Distilleries Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
KGDENIM,K.G.Denim Ltd,,,,,,10.00,500239,K.G.Denim Ltd,KGDENIM,KG Denim Ltd,Active,X ,INE104A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KINETICENG,Kinetic Engineering Ltd.,,,,,,10.00,500240,Kinetic Engineering Ltd.,KINETICENG,Kinetic Engineering Ltd,Active,X ,INE266B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
KIRPNDM,Kirloskar Pneumatic Co. Ltd.,,,,,,10.00,500242,Kirloskar Pneumatic Co. Ltd.,KIRPNDM,Kirloskar Pneumatic Company Ltd,Delisted,B ,INE328A01017, ,Equity,-,-,-,-
KIRLFER,Kirloskar Ferrous Industries Ltd.,,,,,,5.00,500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,Kirloskar Ferrous Industries Ltd,Active,A ,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
ENVAIREL,Envair Electrodyne Ltd.,,,,,,10.00,500246,Envair Electrodyne Ltd.,ENVAIREL,Envair Electrodyne Ltd,Active,X ,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LIMITED,,,,,,10.00,500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,X ,INE073A01019,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
UTTAMVALUE,Uttam Value Steels Limited,,,,,,1.00,500254,Uttam Value Steels Limited,UTTAMVALUE,Uttam Value Steels Ltd,Delisted,B ,INE292A01023, ,Equity,-,-,-,-
LML,L.M.L. Limited,,,,,,10.00,500255,L.M.L. Limited,LML,LML Ltd,Delisted,X ,INE862A01015, ,Equity,-,-,-,-
LOKHSG,Lok Housing & Construction Ltd.,,,,,,10.00,500256,Lok Housing & Construction Ltd.,LOKHSG,Lok Housing & Constructions Ltd-$,Delisted,Z ,INE367C01011, ,Equity,-,-,-,-
LUPINDM,Lupin Laboratories Ltd.,,,,,,10.00,500258,Lupin Laboratories Ltd.,LUPINDM,Lupin Laboratories Ltd,Delisted,B ,INE327A01019, ,Equity,-,-,-,-
MDRPTRO,Madras Petro-Chem. Ltd.,,,,,,10.00,500261,Madras Petro-Chem. Ltd.,MDRPTRO,Madras Petrochem Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
MAFATIND,Mafatlal Industries Ltd.,,,,,,2.00,500264,Mafatlal Industries Ltd.,MAFATIND,Mafatlal Industries Ltd-$,Active,B ,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
MAJESAUT,Majestic Auto Ltd.,,,,,,10.00,500267,Majestic Auto Ltd.,MAJESAUT,Majestic Auto Ltd-$,Active,X ,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
MARDIACH,"Mardia Chemicals Ltd.,",,,,,,10.00,500269,"Mardia Chemicals Ltd.,",MARDIACH,Mardia Chemicals Ltd,Delisted,B ,INE273B01013, ,Equity,-,-,-,-
BARODARY,Baroda Rayon Corpn. Ltd.,,,,,,10.00,500270,Baroda Rayon Corpn. Ltd.,BARODARY,Baroda Rayon Corporation Ltd,Active,X ,INE461A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
MAXWORC-B,Maxworth Orchards (India) Ltd.,,,,,,10.00,500272,Maxworth Orchards (India) Ltd.,MAXWORC-B,Maxworth Orchards (India) Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
MCDWLDM,"Mcdowell & Co. Ltd.,",,,,,,10.00,500273,"Mcdowell & Co. Ltd.,",MCDWLDM,MCDWLDM,Delisted,B ,INE887A01012, ,Equity,-,-,-,-
MESPHAR-B,Mesco Pharmaceuticals Ltd.,,,,,,10.00,500274,Mesco Pharmaceuticals Ltd.,MESPHAR-B,Mesco Pharmaceuticals Ltd,Delisted,ZP,INE839X01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MTZIND,MTZ Industries Ltd.,,,,,,10.00,500275,MTZ Industries Ltd.,MTZIND,MTZ Industries Ltd,Delisted,X ,INE865A01018, ,Equity,-,-,-,-
MICROPL-B,Micro Plantae Ltd.,,,,,,10.00,500276,Micro Plantae Ltd.,MICROPL-B,Micro Plantae Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
MIDINDIA,Mid India Industries Limited,,,,,,10.00,500277,Mid India Industries Limited,MIDINDIA,Mid India Industries Ltd,Active,X ,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
MIDESTI-B,Mideast (India) Ltd.,,,,,,10.00,500278,Mideast (India) Ltd.,MIDESTI-B,Mideast India Ltd,Delisted,P ,INE844X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
MDRNSYN-B,Modern Syntex (India) Ltd.,,,,,,10.00,500281,Modern Syntex (India) Ltd.,MDRNSYN-B,Modern Syntex India Ltd,Suspended,Y ,NA          ,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
MDTERYT-B,Modern Terry Towels Ltd,,,,,,10.00,500283,Modern Terry Towels Ltd,MDTERYT-B,Modern Terry Towels Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SPICEJET,SpiceJet Limited,,,,,,10.00,500285,SpiceJet Limited,SPICEJET,Spicejet Ltd,Active,B ,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline
MONTA,Montari Industries Ltd.,,,,,,10.00,500286,Montari Industries Ltd.,MONTA,Montari Industries Ltd,Delisted,Z ,INE407C01015, ,Equity,-,-,-,-
MSGF,Morgan Stanley Growth Fund,,,,,,10.00,500289,Morgan Stanley Growth Fund,MSGF,Morgan Stanley Mutual Fund,Delisted,B ,INF063A01019, ,Equity,-,-,-,-
MYSRKIR-B,"Mysore Kirloskar Ltd.,",,,,,,10.00,500293,"Mysore Kirloskar Ltd.,",MYSRKIR-B,Mysore Kirloskar Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
NATAL,National Aluminium Co. Ltd.,,,,,,10.00,500297,National Aluminium Co. Ltd.,NATAL,NATAL,Delisted,Z ,INE139A01018, ,Equity,-,-,-,-
NAPEROL,Naperol Investments Limited,,,,,,10.00,500298,Naperol Investments Limited,NAPEROL,Naperol Investments Ltd,Active,X ,INE585A01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
NEPCMICON,NEPC India Ltd,,,,,,10.00,500301,NEPC India Ltd,NEPCMICON,NEPC India Ltd,Delisted,Z ,INE588A01016, ,Equity,-,-,-,-
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,,,,,,10.00,500303,ADITYA BIRLA NUVO LTD.,ABIRLANUVO,Aditya Birla Nuvo Ltd,Delisted,B ,INE069A01017, ,Equity,-,-,-,-
JSWISPAT,JSW ISPAT Steel Ltd,,,,,,10.00,500305,JSW ISPAT Steel Ltd,JSWISPAT,JSW ISPAT Steel Ltd,Delisted,B ,INE136A01022, ,Equity,-,-,-,-
JAYKAY,Jaykay Enterprises Limited,,,,,,1.00,500306,Jaykay Enterprises Limited,JAYKAY,Jaykay Enterprises Ltd,Active,B ,INE903A01025,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
NIRLON,Nirlon Limited,,,,,,10.00,500307,Nirlon Limited,NIRLON,Nirlon Ltd,Active,B ,INE910A01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
NIRMA,Nirma Ltd.,,,,,,5.00,500308,Nirma Ltd.,NIRMA,Nirma Ltd,Delisted,B ,INE091A01029, ,Equity,-,-,-,-
NOVAEL-,"Nova Electro Magnetics Ltd.,",,,,,,10.00,500309,"Nova Electro Magnetics Ltd.,",NOVAEL-,Nova Electro Magnetics Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
NOVOPANIND,Novopan Industries Ltd.,,,,,,10.00,500310,Novopan Industries Ltd.,NOVOPANIND,Novopan Industries Ltd,Delisted,B ,INE460B01016, ,Equity,-,-,-,-
NUCHEM,Nuchem Ltd.,,,,,,10.00,500311,Nuchem Ltd.,NUCHEM,Nuchem Ltd,Delisted,T ,INE946A01016, ,Equity,-,-,-,-
ORIENTBANK,Oriental Bank Of Commerce,,,,,,10.00,500315,Oriental Bank Of Commerce,ORIENTBANK,Oriental Bank of Commerce,Delisted,B ,INE141A01014, ,Equity,-,-,-,-
OSSWM,Oswal Spinning & Weaving Mills Ltd.,,,,,,1.00,500318,Oswal Spinning & Weaving Mills Ltd.,OSSWM,Oswal Spinning & Weaving Mills Ltd,Delisted,Z ,INE716C01027, ,Equity,-,-,-,-
INDSUCR,Indian Sucrose Ltd.,,,,,,10.00,500319,Indian Sucrose Ltd.,INDSUCR,Indian Sucrose Ltd,Active,X ,INE557C01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
PADMINIT,Padmini Technologies Ltd.,,,,,,10.00,500321,Padmini Technologies Ltd.,PADMINIT,Padmini Technologies Ltd,Delisted,XD,INE114B01019, ,Equity,-,-,-,-
PANCM,Panyam Cements & Mineral Inds. Ltd.,,,,,,10.00,500322,Panyam Cements & Mineral Inds. Ltd.,PANCM,Panyam Cements & Mineral Industries Ltd,Active,X ,INE167E01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
PAREKHPLAT,Parekh Platinum Ltd.,,,,,,10.00,500323,Parekh Platinum Ltd.,PAREKHPLAT,Parekh Platinum Ltd,Delisted,T ,INE598A01015, ,Equity,-,-,-,-
PATHEJA-B,Patheja Forgings & Auto Parts Mfgs,,,,,,10.00,500326,Patheja Forgings & Auto Parts Mfgs,PATHEJA-B,Patheja Forgings & Auto Parts Manufacturers Ltd,Delisted,P ,-, ,Equity,-,-,-,-
PENTFOR-B,Pentafour Products Ltd.,,,,,,10.00,500328,Pentafour Products Ltd.,PENTFOR-B,Pentafour Products Ltd,Delisted,P ,-, ,Equity,-,-,-,-
PENTAGRAPH,Pentamedia Graphics Ltd,,,,,,1.00,500329,Pentamedia Graphics Ltd,PENTAGRAPH,Pentamedia Graphics Ltd,Delisted,Z ,INE202A01022,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
PITICEM-B,"Pittie Cements & Industries Ltd.,",,,,,,10.00,500332,"Pittie Cements & Industries Ltd.,",PITICEM-B,Pittie Cements & Industries Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
PRMRVNY-B,Premier Vinyl Flooring Ltd.,,,,,,10.00,500334,Premier Vinyl Flooring Ltd.,PRMRVNY-B,Premier Vinyl Flooring Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
ITBHPDM,ITC Bhadrachalam Paperboards Ltd.,,,,,,10.00,500340,ITC Bhadrachalam Paperboards Ltd.,ITBHPDM,ITC Bhadrachalam Paperboards Ltd,Delisted,B ,INE076A01012, ,Equity,-,-,-,-
PRUDCAP-BDM,Prudential Capital Markets Ltd,,,,,,10.00,500341,Prudential Capital Markets Ltd,PRUDCAP-BDM,Prudential Capital Markets Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
PUNJABTRAC,Punjab Tractors Ltd.,,,,,,10.00,500344,Punjab Tractors Ltd.,PUNJABTRAC,Punjab Tractors Ltd,Delisted,B ,INE170A01013, ,Equity,-,-,-,-
PPOWER-,Punjab Power Generation Machines Lt,,,,,,10.00,500345,Punjab Power Generation Machines Lt,PPOWER-,PPOWER-,Delisted,Z ,NA          , ,Equity,-,-,-,-
PUNJCOMMU,Punjab Communications Limited,,,,,,10.00,500346,Punjab Communications Limited,PUNJCOMMU,Punjab Communications Ltd-$,Active,B ,INE609A01010,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
PUNWRDM,"Punjab Wireless Systems Limited.,",,,,,,10.00,500347,"Punjab Wireless Systems Limited.,",PUNWRDM,Punjab Wireless Systems Ltd,Delisted,B ,INE181A01010, ,Equity,-,-,-,-
QLTYSTL,Quality Steel & Forgings Ltd,,,,,,10.00,500348,Quality Steel & Forgings Ltd,QLTYSTL,Quality Steel & Forgings Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
RASIC,"Raasi Cement Ltd.,",,,,,,10.00,500349,"Raasi Cement Ltd.,",RASIC,RASIC,Delisted,Z ,INE231A01013, ,Equity,-,-,-,-
RAJPOTU,Rajasthan Polyvin Tubes Ltd.,,,,,,10.00,500351,Rajasthan Polyvin Tubes Ltd.,RAJPOTU,Rajasthan Polyvin Tubes Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
RAJTOOL,Rajasthan Tools Ltd.,,,,,,10.00,500352,Rajasthan Tools Ltd.,RAJTOOL,Rajasthan Tools Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
RAJNSTL-B,"Rajinder Steels Ltd.,",,,,,,10.00,500353,"Rajinder Steels Ltd.,",RAJNSTL-B,Rajinder Steels Tubes Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
RAMAPPR-B,Rama Paper Mills Limited,,,,,,10.00,500357,Rama Paper Mills Limited,RAMAPPR-B,Rama Paper Mills Ltd,Suspended,Z ,INE425E01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
RAMAPETRO,Rama Petrochemicals Ltd,,,,,,10.00,500358,Rama Petrochemicals Ltd,RAMAPETRO,Rama Petrochemicals Ltd,Suspended,XT,INE783A01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
RANBAXY,Ranbaxy Laboratories Ltd.,,,,,,5.00,500359,Ranbaxy Laboratories Ltd.,RANBAXY,Ranbaxy Laboratories Ltd,Delisted,B ,INE015A01028, ,Equity,-,-,-,-
